AER 2966 KZN 2990 0.807796 0.837868 0.970511 0.860076 1040.765078
ASF 2966 MRV 2962 0.807796 0.837868 0.771874 0.751921 448.305405
CEK 2968 KZN 2990 0.965268 1.073435 0.970511 0.860076 770.750334
CEK 2968 OVB 4078 0.965268 1.073435 0.960151 1.442527 1339.051883
DME 4029 KZN 2990 0.967066 0.661590 0.970511 0.860076 715.873944
DME 4029 NBC 6969 0.967066 0.661590 0.969787 0.909186 892.662921
DME 4029 TGK 6932 0.967066 0.661590 0.823766 0.678046 915.576765
DME 4029 UUA 6160 0.967066 0.661590 0.953648 0.921564 951.730739
KZN 2990 AER 2966 0.970511 0.860076 0.807796 0.837868 1040.765078
